TransactionNo,TotalQuantity,TotalMoney
555266,12,59.09
555159,89,112.21
555160,1038,160.51000000000002
555161,56,45.419999999999995
555194,524,83.44
555200,177,171.23
555201,388,332.26000000000005
555202,66,397.24
555207,253,296.83
555213,144,22.68
555232,118,35.01
555233,38,68.14
555234,194,160.45999999999998
555240,151,368.77
555242,88,71.74000000000001
555243,78,88.08
555245,198,331.5800000000001
555247,128,130.66
555249,169,747.26
555250,4,30.970000000000002
555259,44,24.34
555260,81,427.0800000000001
555263,441,300.28000000000003
555264,63,226.22
555270,100,14.5
555150,618,2614.15
555149,214,1703.8
555115,321,937.21
555017,27,178.81
555015,471,526.0200000000001
555092,44,256.75000000000006
555076,275,332.50000000000006
555109,175,584.94
555111,123,152.49
555112,201,202.2
555000,113,236.79
555004,53,94.37
555025,114,424.09000000000003
555095,601,616.0099999999999
555108,167,711.3
555113,38,87.07
555114,107,187.86999999999998
555147,360,561.89
555001,114,50.550000000000004
555002,180,147.65
555003,64,83.67999999999999
555005,1240,96.74000000000001
555007,144,23.48
555008,66,35.97
555009,294,285.08
555010,144,11.77
555011,20,60.27
555012,254,350.3
555016,258,105.96
555028,6,56.13
555070,2,29.93
555073,71,268.82
555075,150,12.86
555077,44,125.97
555091,92,265.33000000000004
555093,32,67.43
555094,281,357.88
555096,200,185.41
555097,96,12.15
555098,168,12.15
555099,1720,33.150000000000006
555101,110,68.09
555102,48,39.65
555103,50,30.950000000000003
555104,96,18.96
555106,164,274.59
555107,267,278.9
555110,158,803.5600000000002
555116,173,374.6799999999999
555119,48,135.35
555124,392,1165.1800000000005
555125,165,164.42
555127,294,241.51000000000002
555133,114,195.7
554999,198,809.22
554985,254,399.79999999999995
554975,314,153.0
554987,16,208.83000000000004
554991,32,473.5
554998,93,158.61
554976,193,271.5
554977,61,221.38
554978,250,378.9
554979,125,423.97999999999996
554980,16,122.71
554981,210,605.94
554982,271,53.97
554984,40,31.68
554986,204,604.3600000000001
554988,145,69.66
554989,116,215.40999999999997
554990,520,105.49
554992,406,926.1899999999999
554993,184,491.11
554994,72,571.4600000000002
554995,82,222.23000000000002
554996,92,219.32999999999998
554997,226,156.0
554960,77,728.6199999999999
554956,1036,1476.0399999999995
554957,36,282.88000000000005
554961,77,774.01
554959,47,265.41999999999996
554917,417,659.19
554918,16,140.14000000000001
554963,80,323.46000000000004
554958,89,737.04
554946,290,248.22
554865,52,120.81
554906,369,508.06000000000006
554920,336,486.64000000000004
554932,6,23.32
554935,334,414.9199999999999
554938,647,383.76
554964,208,539.17
554969,42,152.03
554974,337,398.65
554850,158,91.39
554853,294,59.39999999999999
554854,199,193.43
554855,286,148.86
554858,120,170.60999999999999
554859,508,132.83
554860,229,394.39
554861,337,489.75999999999993
554866,291,287.59
554868,4300,10.99
554869,408,59.809999999999995
554915,88,68.92
554916,46,133.38000000000002
554919,300,18.12
554921,56,34.33
554922,110,88.8
554923,22,29.519999999999996
554924,3,13.27
554927,68,151.6
554929,313,314.15999999999997
554930,600,10.68
554933,171,533.7400000000001
554934,18,45.82
554936,84,34.29
554937,431,399.16
554939,328,168.53
554940,155,245.76
554941,58,201.02
554942,111,517.01
554943,258,48.05
554944,168,22.68
554945,12,11.74
554947,97,28.64
554948,177,282.19
554949,130,200.32999999999998
554950,448,517.51
554951,50,14.5
554952,30,30.490000000000002
554953,12,11.74
554954,87,77.88
554955,56,53.519999999999996
554965,17,32.19
554966,48,53.5
554967,1,16.35
554968,21,204.19000000000003
554836,238,1051.3700000000001
554810,5,1225.8
554788,108,256.91
554824,197,226.08999999999997
554825,163,241.82999999999998
554809,92,180.01
554714,114,886.9799999999999
554701,21,128.79
554702,257,336.06
554765,131,352.21
554820,44,57.540000000000006
554826,86,121.04
554823,196,282.82
554837,79,329.92999999999995
554816,22,126.46
554827,4664,639.85
554704,115,333.8399999999999
554718,35,130.32
554813,38,284.98999999999995
554832,234,210.09
554842,251,472.72999999999996
554698,199,135.43
554699,191,241.19
554700,79,74.72999999999999
554703,18,26.439999999999998
554705,126,60.4
554706,26,20.47
554707,476,75.0
554708,130,237.85999999999999
554709,600,24.23
554710,300,6.04
554711,39,95.24999999999999
554712,218,282.56000000000006
554713,34,35.0
554756,32,38.839999999999996
554762,148,233.46999999999997
554770,304,303.86
554776,4,11.74
554787,48,187.83
554789,528,67.5
554791,4,11.74
554792,24,11.12
554794,184,174.09
554795,108,236.73000000000002
554798,284,119.75999999999999
554808,154,603.42
554811,2,12.38
554812,171,451.74
554814,342,521.3900000000001
554815,254,45.38
554817,68,258.53000000000003
554818,224,72.21000000000001
554819,5,62.0
554821,52,36.46
554822,76,151.66
554834,168,24.5
554835,171,163.88
554838,57,104.38
554839,126,669.75
554840,424,138.82999999999998
554841,1,14.09
554843,590,177.44
554844,28,48.95
554845,2140,99.42
554694,548,3145.92
554636,319,345.73
554549,145,235.71999999999997
554682,170,620.0999999999999
554579,92,88.88
554683,39,182.45000000000002
554555,180,142.42
554557,311,473.46999999999997
554560,116,336.66999999999996
554628,299,618.2600000000002
554654,233,399.84
554656,85,137.51
554684,78,264.83000000000004
554542,260,256.24
554543,83,132.82
554545,207,149.74
554546,103,431.58000000000015
554547,48,47.79
554552,1196,59.379999999999995
554554,187,35.01
554556,597,334.07000000000005
554561,76,133.32999999999998
554570,35,172.73
554597,348,103.13
554598,139,612.5400000000001
554603,39,335.8
554617,79,428.62999999999994
554629,106,71.4
554630,447,461.77
554631,6,11.94
554632,72,33.57
554633,144,10.37
554635,37,100.39000000000001
554637,110,148.39000000000001
554638,102,268.78000000000003
554639,192,11.12
554640,396,93.41
554641,58,29.83
554642,960,11.74
554643,277,164.02999999999997
554644,464,294.2800000000001
554645,30,61.53999999999999
554646,40,114.72999999999999
554647,100,6.04
554648,180,220.85999999999999
554649,48,11.94
554650,374,334.48
554651,261,402.05
554652,32,109.14999999999999
554653,5,60.14
554655,192,84.81
554658,286,251.79999999999998
554663,171,452.3999999999999
554664,40,41.46
554665,254,194.89999999999998
554666,180,140.19
554667,214,152.99
554668,174,134.95
554669,449,334.2800000000001
554670,26,82.88
554671,142,251.10999999999996
554672,188,195.39999999999998
554674,168,90.23000000000002
554695,110,286.37
554697,104,377.09
554348,438,1402.98
554512,276,2296.18
554520,137,574.61
554485,3,55.040000000000006
554511,342,2407.61
554514,618,3647.38
554538,7,56.269999999999996
554375,163,251.74
554381,28,68.31
554415,298,536.46
554424,35,225.29999999999998
554382,511,823.84
554347,459,247.04
554362,43,210.49000000000004
554376,273,877.6400000000002
554353,636,203.63000000000002
554359,207,202.15
554372,142,267.63
554380,104,198.67
554483,231,289.23
554504,130,255.73000000000002
554509,48,334.3
554510,36,95.68
554515,30,79.87
554349,196,188.23
554350,25,92.03000000000002
554351,118,70.81
554354,62,29.36
554355,128,210.39
554356,208,136.38
554357,906,10.65
554358,828,27.47
554363,119,174.79999999999998
554364,124,20.11
554365,350,341.74000000000007
554366,3084,53.82
554367,159,120.94999999999999
554368,117,181.19
554369,12,11.1
554370,30,37.97
554371,451,332.95000000000005
554379,100,67.36
554392,68,247.17999999999998
554421,86,113.13
554436,8,67.03
554441,182,274.82
554465,170,195.87
554484,156,56.400000000000006
554487,68,376.62
554489,497,473.94000000000005
554490,104,208.37
554491,62,347.97
554492,46,147.34
554494,401,924.4799999999999
554495,1,14.09
554496,208,69.31
554497,392,407.31000000000006
554498,313,288.14
554502,26,98.38
554503,128,113.18
554505,116,92.77000000000001
554506,26,23.54
554507,228,152.69000000000003
554508,24,28.59
554513,250,123.27999999999999
554524,12,11.74
554526,103,431.1700000000002
554534,40,11.53
554131,343,462.05999999999995
554151,1269,1815.15
554310,496,2390.08
554285,102,755.43
554293,74,780.33
554124,326,843.22
554159,12,68.1
554286,97,301.78999999999996
554132,430,578.67
554163,52,354.45000000000005
554125,159,318.49
554137,161,244.85000000000002
554139,398,732.38
554160,179,984.26
554202,109,341.59
554264,84,71.18
554274,19,105.67999999999999
554275,406,1155.5100000000002
554278,157,735.1700000000001
554283,494,678.6400000000001
554326,125,425.8199999999999
554126,228,222.84000000000003
554129,326,192.16
554130,24,18.96
554134,304,214.79
554135,44,71.36
554138,12,13.27
554141,72,44.06
554142,136,144.79999999999998
554146,45,115.51
554147,159,276.46
554156,184,36.75
554157,62,383.6700000000001
554158,427,486.8
554161,4,37.92
554162,454,95.32
554164,229,71.05
554181,165,293.43999999999994
554207,1,12.25
554261,89,532.43
554262,384,11.12
554263,12,10.92
554265,15,126.07999999999998
554268,369,274.30000000000007
554269,40,48.89
554270,260,341.29
554271,1479,175.35000000000002
554272,3863,69.38
554277,120,11.34
554279,100,14.5
554280,280,302.20000000000005
554281,147,274.22
554282,848,53.07
554284,16,11.06
554289,199,169.96
554306,133,156.39000000000001
554307,280,57.32000000000001
554309,144,23.93
554315,139,114.74000000000001
554322,180,44.169999999999995
554323,271,262.45
554324,30,55.04
554325,242,226.35999999999999
554329,92,162.59
554337,94,164.27999999999997
554084,188,444.91999999999996
554123,76,161.89999999999998
554073,90,117.1
554098,1627,3477.0200000000004
554117,832,607.0200000000001
554114,56,369.35999999999996
554062,276,242.84
554074,81,174.03000000000003
554118,190,180.85999999999999
554066,251,286.69
554069,215,426.69999999999993
554070,405,407.27000000000004
554089,199,574.59
554097,229,464.53000000000003
554104,578,616.37
554109,62,140.9
554113,215,265.59999999999997
554121,71,123.54999999999998
554063,48,16.66
554064,24,36.18
554065,488,355.54999999999995
554067,140,179.07
554068,46,64.21
554071,285,100.85
554072,463,303.16999999999996
554075,187,255.79
554076,210,384.31
554077,42,129.48000000000002
554078,24,11.98
554079,144,564.5600000000003
554080,184,561.42
554081,99,91.75
554082,151,245.50000000000003
554083,190,543.5
554085,94,105.44
554086,74,87.78
554087,168,57.73
554088,271,223.67999999999998
554090,72,154.88
554091,132,107.76
554092,170,184.40999999999997
554093,338,365.4799999999999
554094,112,445.40999999999997
554095,32,10.92
554096,631,658.7199999999999
554099,534,320.36000000000007
554101,120,129.89
554102,95,380.38999999999993
554103,373,833.2300000000001
554105,111,429.81000000000006
554106,382,531.39
554107,46,83.78999999999999
554108,169,303.27
554110,32,72.72
554111,42,79.94
554112,176,972.6600000000002
554115,34,38.89
554116,52,177.81
554119,16,30.9
554120,30,37.56
554122,62,98.71
554054,277,2035.83
553931,225,311.03999999999996
553997,464,171.48999999999998
554035,26,62.21
554043,8,106.19
553925,140,216.91000000000003
553946,333,610.0200000000001
553952,4,25.57
554016,233,784.6800000000001
554037,396,60.529999999999994
553942,336,549.97
554028,240,331.32
554030,454,584.2500000000001
554040,217,231.2
554057,291,60.37
554059,356,289.62000000000006
553916,57,133.1
553917,41,89.33
553918,156,107.06
553919,510,292.96000000000004
553920,115,187.35
553921,164,193.76999999999998
553922,134,155.57
553923,454,128.67000000000002
553926,20,11.12
553927,1084,46.510000000000005
553928,472,22.73
553929,72,11.74
553930,218,95.13
553932,52,111.91
553933,298,223.87
553934,22,17.93
553935,615,728.3100000000001
553936,32,36.629999999999995
553937,53,256.64
553938,38,98.55000000000001
553940,250,189.79999999999998
553941,177,323.09
553978,1000,35.96
553979,110,59.14
553996,392,262.98
554000,147,169.79
554003,256,68.22
554007,1,18.71
554008,66,75.31
554009,303,323.91999999999996
554013,519,355.63
554014,104,78.35
554015,225,353.77
554018,34,60.18
554019,228,300.09000000000003
554026,376,80.89
554027,94,119.49999999999999
554031,85,107.75
554032,24,15.84
554033,338,197.81
554034,144,35.22
554036,132,131.26999999999998
554038,126,177.52
554039,705,371.5799999999999
554041,12,11.53
554042,128,131.32
554050,123,71.28
554051,24,15.32
554052,4,11.22
554053,140,50.669999999999995
554055,258,64.47
554056,7,79.41000000000001
554058,115,469.4
554060,200,12.2
554061,20,11.12
553894,300,476.65999999999997
553885,34,111.32000000000002
553901,284,469.07
553890,410,2174.0199999999995
553766,123,950.0
553739,361,676.4800000000001
553833,139,458.13000000000005
553835,30,120.85
553859,210,769.48
553863,293,614.1000000000003
553899,235,286.09
553913,292,448.65
553731,425,439.12
553754,120,181.10999999999999
553767,90,762.4599999999999
553768,127,979.3599999999999
553750,210,224.96
553751,280,273.83000000000004
553831,223,558.51
553850,50,100.72999999999999
553852,361,365.81
553861,135,215.79000000000005
553869,304,348.83
553879,558,699.6800000000002
553886,130,177.92999999999998
553889,126,295.22999999999996
553893,137,200.5
553902,79,132.04
553907,66,113.33000000000001
553730,514,89.46
553732,90,65.15
553733,50,58.94999999999999
553734,26,62.870000000000005
553735,20,12.1
553736,48,11.53
553737,147,210.46000000000004
553738,130,134.86999999999998
553740,65,128.6
553741,196,311.35
553742,414,72.19999999999999
553747,242,274.25
553749,100,66.66
553752,95,141.70999999999998
553753,112,66.16000000000001
553755,144,12.86
553762,296,285.07
553765,75,119.04
553781,75,78.75999999999999
553828,399,406.48999999999995
553829,114,120.6
553830,182,124.33
553832,425,322.99
553834,162,225.6
553836,458,229.14
553837,12,12.38
553838,434,399.02
553839,46,27.060000000000002
553842,468,202.1
553843,126,215.62
553844,422,154.53000000000003
553845,216,297.11
553846,155,116.69
553847,4,14.5
553848,156,136.51
553849,1,14.3
553853,30,124.12
553855,78,94.82
553856,151,1142.97
553857,149,144.02
553858,60,164.44
553860,161,609.7700000000002
553864,235,284.79
553867,986,47.29
553868,48,14.3
553870,221,140.45
553871,2,14.09
553872,164,264.93000000000006
553873,209,99.09
553874,2,18.71
553876,179,239.01
553878,142,112.35
553881,288,68.35
553882,78,40.43
553883,48,12.4
553884,31,34.7
553887,74,90.11999999999999
553888,351,209.26999999999998
553891,400,150.12
553892,44,80.79999999999998
553895,70,86.03999999999999
553896,147,269.81
553897,112,210.37
553898,48,13.27
553900,20,65.91
553908,158,87.22
553909,45,125.69000000000001
553911,85,333.12999999999994
553912,261,271.04999999999995
553915,283,303.06999999999994
553671,322,603.94
553718,419,2555.65
553664,21,215.99000000000004
553714,47,332.61000000000007
553571,12,184.73000000000002
553638,37,248.39
553655,31,182.58
553658,322,465.81
553612,101,90.86999999999999
553670,282,225.26999999999998
553686,636,847.5300000000002
553653,398,149.23999999999998
553668,73,266.42
553672,159,348.09
553685,560,563.52
553689,102,96.79000000000002
553709,167,215.10000000000005
553722,26,58.94
553724,207,323.51
553565,269,336.5799999999999
553566,103,213.98999999999998
553570,141,325.58
553572,255,363.39
553573,2,23.47
553574,1710,175.9
553575,144,305.7
553576,394,174.54000000000002
553577,152,128.2
553578,132,116.60999999999999
553579,12,11.94
553585,311,288.21
553607,4084,306.40000000000003
553614,180,57.50000000000001
553625,348,52.39
553650,96,73.85
553654,162,35.95
553657,98,760.05
553660,141,131.06
553661,534,490.46999999999997
553662,59,205.33
553663,96,202.07
553666,72,11.34
553673,187,341.24
553674,36,12.4
553675,108,177.53000000000003
553676,566,119.56
553677,88,24.39
553678,223,270.24
553679,258,286.9
553680,82,213.75000000000003
553681,57,97.72000000000001
553682,408,35.76
553683,214,81.39000000000001
553684,248,132.42
553690,16,17.17
553691,436,425.69
553701,96,23.28
553702,102,488.23
553703,298,398.3
553706,174,61.32
553707,469,363.4500000000001
553708,68,29.849999999999998
553710,98,472.27000000000004
553711,128,226.45
553712,208,139.03
553713,220,23.75
553715,2,33.260000000000005
553720,72,160.1
553721,313,285.53000000000003
553725,145,258.65999999999997
553726,228,58.279999999999994
553727,71,74.92999999999999
553567,3,21.47
553549,243,2172.84
553543,106,807.3200000000002
553541,139,966.78
553542,105,870.6699999999998
553461,462,641.2700000000001
553488,74,403.56
553524,75,478.4
553545,67,553.41
553535,428,681.87
553544,90,495.85
553411,476,518.6
553415,166,220.14
553417,278,427.96000000000004
553462,267,368.07
553463,471,597.6700000000002
553472,617,230.68
553476,209,331.25
553489,314,376.61
553515,68,263.82
553526,32,220.62
553527,509,700.4100000000002
553403,41,89.5
553404,228,212.54000000000002
553405,312,308.96
553406,50,11.84
553408,154,139.06
553410,90,93.78
553412,26,56.059999999999995
553416,340,35.73
553418,192,175.54
553419,47,86.81
553420,87,184.64
553421,84,80.13999999999999
553422,40,13.58
553423,90,391.88
553427,90,35.6
553464,572,172.65
553465,80,11.74
553466,360,10.99
553467,150,11.34
553468,576,47.269999999999996
553469,372,51.099999999999994
553470,1325,161.79
553471,330,168.57000000000005
553473,216,34.38
553474,144,12.22
553475,306,68.15
553477,183,210.75
553484,162,51.04
553485,180,440.34000000000003
553487,342,428.61
553490,149,155.99999999999997
553491,66,105.05000000000001
553496,20,99.68
553497,14,45.81
553498,150,90.10000000000001
553499,65,85.92
553500,12,13.58
553501,2,15.32
553503,56,298.95
553504,161,357.06
553505,350,541.71
553506,20,24.799999999999997
553507,94,361.4000000000001
553509,175,351.75999999999993
553520,40,227.63
553521,73,404.88
553522,188,537.91
553523,416,838.2799999999999
553525,99,95.47
553537,179,223.41
553538,117,282.65000000000003
553539,44,312.63
553540,2316,572.44
553546,8268,950.4
553547,526,440.36
553550,100,18.96
553551,20,15.37
553552,484,294.28000000000003
553553,205,237.12
553556,132,617.6000000000001
553380,1,210.12
553387,380,2445.74
553389,266,2034.9599999999996
553347,203,449.76
553214,298,141.49
553393,232,1634.3
553207,179,227.73
553219,118,165.55
553342,81,111.78
553368,1787,265.52000000000004
553205,234,161.88000000000002
553208,220,232.15
553339,768,208.74
553375,494,565.1500000000001
553210,543,438.96000000000004
553220,292,379.3400000000001
553228,334,388.99999999999994
553229,254,428.59000000000003
553340,572,237.05999999999997
553343,131,235.32999999999998
553346,147,214.35000000000005
553348,711,436.05
553352,86,187.35
553363,150,210.43
553369,109,423.88
553385,374,835.3200000000002
553390,220,1186.4400000000003
553206,526,458.52000000000004
553209,150,59.54999999999999
553211,383,325.81999999999994
553212,72,70.39
553213,416,57.55
553215,34,70.71000000000001
553216,32,14.5
553217,36,18.96
553218,30,29.82
553221,179,178.57
553223,28,54.12
553224,225,345.82000000000005
553225,96,161.38000000000002
553226,52,71.5
553227,28,79.79
553235,311,250.93
553239,108,48.620000000000005
553315,492,266.56
553316,58,79.77
553317,108,76.28
553319,20,5.97
553341,110,264.71
553344,72,58.0
553345,312,404.38000000000005
553350,80,47.04
553351,176,658.1700000000003
553353,1,13.27
553356,501,449.7600000000001
553371,204,57.46
553374,299,277.1900000000001
553377,184,189.83999999999997
553379,180,38.81
553381,100,181.60000000000002
553382,96,103.32
553383,240,158.0
553384,64,317.11999999999995
553386,330,357.84999999999997
553388,115,323.55999999999995
553392,252,146.73000000000002
553402,124,232.59
553182,1025,1370.71
553184,123,789.2900000000002
553196,6,108.32999999999998
553204,35,335.62
553189,187,985.9100000000003
553198,230,320.15
553190,94,511.06
553193,56,139.82
553203,138,268.82
553174,70,217.25
553175,127,603.2300000000002
553176,76,156.32
553177,162,35.95
553178,91,279.39
553179,78,243.20000000000002
553180,101,228.35000000000002
553181,108,23.68
553183,137,207.26
553185,295,279.77
553186,228,94.31
553187,110,176.58
553188,100,106.63
553191,50,196.64000000000004
553192,344,212.55
553194,160,467.7199999999999
553195,140,101.11
553197,36,283.11999999999995
553199,245,679.2400000000001
553200,66,122.23
553201,13,52.169999999999995
553202,262,627.0699999999999
553166,46,296.48999999999995
553102,114,72.19
553162,296,2122.0199999999995
553054,132,409.7899999999999
553056,1,27.62
553061,101,499.88
553067,366,778.8500000000001
553173,64,218.00000000000003
553167,374,898.3799999999997
553048,348,475.48000000000013
553052,730,194.75000000000003
553151,416,386.08
553165,36,231.21
553050,161,205.02999999999997
553060,488,361.81000000000006
553088,678,484.0600000000002
553130,77,198.10999999999999
553142,23,185.45000000000002
553145,102,99.0
553146,168,430.32
553158,246,507.28999999999996
553161,267,300.7
553036,344,125.06
553037,288,152.42
553038,32,74.56
553039,409,88.06
553040,84,57.53
553042,128,147.83
553043,600,11.53
553044,202,276.95000000000005
553045,743,143.34
553046,154,133.89
553047,12,11.94
553049,10,5.97
553051,10,6.13
553053,69,185.77
553055,132,117.03999999999999
553057,207,201.51999999999998
553058,64,205.75
553059,96,11.34
553062,450,30.52
553063,170,275.79999999999995
553064,23,53.59
553074,425,907.0
553093,406,51.15
553095,236,47.9
553099,50,12.86
553100,6,45.51
553120,369,350.6100000000001
553125,212,306.89000000000004
553129,60,283.58
553131,172,47.74
553134,264,393.3900000000001
553140,59,237.61
553141,157,736.1300000000001
553143,33,93.69
553144,338,51.349999999999994
553148,1262,1152.6000000000001
553149,377,231.95999999999998
553152,169,248.06
553153,12,11.74
553154,160,56.69
553155,4,18.96
553156,174,679.7300000000001
553157,1,18.71
553159,207,273.28999999999996
553160,50,56.08
553164,8,89.42
553168,112,117.53
553169,30,29.27
553170,396,35.35
553171,12,21.3
553172,16,74.84
553013,680,2518.3199999999997
552869,302,330.36000000000007
552972,85,183.83
553005,186,830.9800000000001
553015,18,229.20999999999998
552882,924,195.71
552883,12266,1083.4199999999998
552950,248,500.67999999999995
552958,152,224.03
553012,121,169.98
553022,4,25.57
552894,64,425.48
552905,370,472.7199999999999
552951,141,508.41999999999996
552961,220,302.43
552965,147,207.74999999999997
552975,391,525.56
552977,123,198.04
552990,210,275.98999999999995
553001,216,121.19
553002,131,654.3499999999998
553034,525,411.96999999999997
553035,276,1587.43
552867,292,373.46999999999997
552868,12,10.68
552870,62,64.74000000000001
552871,83,129.8
552872,250,215.08000000000004
552873,14,40.21
552874,643,466.88
552875,104,55.8
552877,234,204.64
552878,695,334.95
552879,561,218.60999999999999
552880,330,338.8499999999999
552881,76,103.97
552884,82,162.23999999999998
552885,72,14.09
552886,236,356.39
552887,16,25.72
552888,1264,169.98999999999998
552890,97,64.23
552891,48,95.27
552892,3,18.59
552893,194,192.37
552904,428,13.07
552945,72,53.44
552946,105,141.45999999999998
552947,20,90.82000000000001
552948,118,188.26
552949,226,670.6400000000001
552952,121,114.33999999999999
552953,901,243.10999999999999
552954,222,91.94999999999999
552955,90,95.57000000000001
552956,184,321.90000000000003
552957,2794,209.03
552959,480,134.3
552960,226,54.22
552962,371,101.64
552963,219,318.38
552964,127,226.33
552966,33,33.55
552967,84,94.92999999999999
552968,26,156.94000000000003
552969,98,222.87999999999997
552970,360,11.34
552971,66,75.03
552973,236,127.97999999999999
552974,30,41.62
552978,4222,840.5699999999999
552988,34,46.989999999999995
553000,32,35.72
553003,12,65.52
553004,148,237.73000000000002
553006,393,470.15999999999997
553007,710,183.7
553008,77,301.71
553009,275,497.01
553011,149,256.24
553014,416,1156.25
553016,2,14.09
553017,311,868.1000000000001
553021,162,137.84
552813,107,307.8500000000001
552814,2,47.1
552816,156,676.1800000000001
552857,368,2530.0299999999997
552727,292,473.34
552732,361,105.13
552815,1,27.62
552826,859,1075.46
552864,441,718.6000000000001
552710,1015,540.4300000000001
552712,71,227.08999999999997
552724,354,444.85999999999996
552730,260,424.2199999999999
552803,160,620.9600000000002
552821,95,610.25
552851,734,289.3800000000001
552711,152,259.21999999999997
552713,5,24.39
552714,175,226.96999999999997
552715,146,221.42000000000002
552716,6,14.5
552717,2,14.61
552721,162,209.24
552723,92,175.46
552725,40,24.2
552726,217,318.75
552728,292,44.95
552729,24,23.88
552731,366,217.95999999999998
552734,824,313.05
552735,310,86.78999999999999
552764,232,183.51
552769,88,583.7700000000001
552770,99,119.03
552779,77,121.02
552786,432,90.49000000000001
552789,48,15.32
552802,110,311.36999999999995
552804,159,295.51
552806,28,70.46
552811,995,261.48999999999995
552817,276,342.5000000000001
552819,688,331.4399999999999
552818,14,52.74
552828,188,212.37
552820,751,626.42
552829,200,439.41
552843,317,453.97999999999996
552852,215,791.4000000000003
552822,290,435.6600000000001
552823,86,274.4
552824,312,747.2100000000002
552861,8,54.27
552825,362,397.57000000000005
552827,178,38.59
552830,172,98.99
552831,222,245.26
552832,2,37.42
552833,1350,10.96
552834,2,37.42
552835,409,267.78
552837,72,60.589999999999996
552838,118,79.63
552839,280,706.4800000000001
552840,116,21.23
552842,32,93.09
552844,202,193.58999999999997
552845,200,78.52
552846,72,14.09
552847,33,224.21
552848,21,39.81
552850,21,39.81
552853,45,140.38
552854,279,217.17999999999998
552855,624,44.17
552859,258,97.72999999999999
552860,35,138.54
552862,3,24.32
552865,48,119.27999999999999
552866,43,79.62
552560,364,539.2100000000003
552648,1,210.12
552702,492,2010.6499999999999
552624,222,928.08
552563,1176,737.4300000000001
552690,74,296.83
552565,9,46.07
552667,71,708.6199999999999
552660,94,819.7
552665,56,594.3
552666,67,502.32
552672,71,727.2499999999998
552676,105,963.0999999999999
552684,88,744.3899999999999
552662,88,805.7499999999999
552663,68,652.2799999999999
552668,87,756.76
552671,78,608.3499999999999
552673,50,556.43
552675,90,768.5899999999999
552677,103,862.22
552683,78,678.04
552674,79,714.93
552678,97,675.09
552681,105,627.56
552559,178,246.19
552652,105,628.3300000000002
552669,142,491.62
552696,35,99.59
552670,90,769.8299999999999
552687,146,981.91
552548,22,128.79
552644,56,95.17
552538,1,25.57
552539,233,373.24
552541,16,37.1
552530,252,267.82
552531,89,166.75
552532,279,277.7
552533,217,179.71
552534,3,35.82
552536,154,246.21000000000004
552537,146,134.76000000000002
552540,100,128.81
552542,232,213.35000000000002
552543,492,204.00000000000003
552544,320,256.02
552545,106,129.82999999999998
552547,590,372.06
552550,1006,221.94000000000003
552551,118,107.5
552554,152,441.76
552555,118,120.23
552557,90,85.57
552558,203,268.4000000000001
552561,9,15.32
552562,158,132.32
552566,400,12.08
552567,28,43.15
552571,199,253.72000000000003
552572,1558,204.35000000000002
552573,22,36.79
552574,2021,489.66
552575,184,135.31
552576,20,12.38
552577,30,18.57
552614,387,374.51
552631,458,337.62
552638,180,398.78
552639,113,95.83
552640,126,669.32
552641,518,145.04000000000002
552642,188,213.29
552643,56,393.29999999999995
552645,8,11.98
552646,33,112.11999999999999
552647,2,18.71
552649,164,75.77
552651,249,403.19
552654,61,591.4
552655,82,561.1100000000001
552656,136,207.06
552657,172,83.01999999999998
552658,80,301.84999999999997
552659,822,1247.2399999999998
552661,62,75.08
552664,154,75.46999999999998
552692,190,201.64000000000001
552693,36,21.490000000000002
552694,262,650.2400000000002
552695,654,580.92
552697,20,26.85
552699,140,101.11
552703,127,571.3600000000001
552708,128,181.78000000000003
552514,420,2941.5
552493,363,2019.97
552508,457,2609.1199999999994
552520,355,2116.43
552358,466,614.8000000000001
552320,124,142.48
552353,309,374.09
552528,110,278.12
552319,31,52.269999999999996
552321,194,238.67999999999998
552322,108,184.28
552323,106,181.98
552324,386,185.56999999999996
552325,162,159.01
552326,109,231.27999999999997
552327,93,81.58
552328,190,97.83
552329,114,164.18
552330,120,269.54
552332,209,292.2
552333,221,374.01
552336,147,216.76999999999998
552337,377,378.16999999999996
552338,65,316.37999999999994
552340,60,17.37
552341,96,18.96
552342,120,36.79
552357,86,188.88
552364,424,347.02000000000004
552365,115,416.78000000000003
552371,110,139.17000000000002
552372,293,226.65
552376,19,216.69
552404,262,151.82000000000002
552410,31,251.57
552418,242,216.68
552441,83,96.66000000000001
552442,102,363.48
552444,63,328.56
552445,351,201.6
552446,285,423.84000000000003
552447,5,17.94
552448,31,244.48999999999998
552449,240,189.26
552450,650,94.96000000000001
552451,78,91.06
552452,108,196.26000000000002
552453,370,192.25
552454,256,25.72
552456,262,270.78
552457,217,260.28
552460,316,362.28000000000003
552461,84,56.36
552463,77,100.12
552464,332,99.79
552465,79,215.82
552466,421,233.99999999999997
552467,260,215.7
552468,347,293.31000000000006
552469,594,754.5600000000002
552472,108,233.53999999999996
552479,70,76.86
552491,66,84.76
552492,24,13.72
552521,48,60.12
552522,5,43.61
552523,200,5.97
552524,4,12.25
552526,89,223.34
552529,26,23.58
552525,1,23.32
552252,208,187.82000000000002
552277,173,884.45
552283,36,79.42999999999999
552295,131,558.3
552298,64,263.81000000000006
552304,138,380.19
552256,95,181.70999999999998
552259,91,309.92999999999995
552263,51,105.56
552275,4,25.57
552299,17,158.0
552313,248,421.2700000000001
