CustomerNo,TotalQuantity,TotalMoney
12842,547,6753.1
16613,293,3637.13
17149,240,4286.04
16268,532,6085.66
18235,1578,17140.68
18192,339,3604.94
17724,300,4133.3
13741,218,2919.33
13886,126,1540.98
13503,248,2584.17
17819,1031,14363.75
16650,372,4344.46
14475,447,4916.43
15030,372,4344.84
17427,34,451.82
15175,454,4882.96
12372,788,9302.48
13354,604,6952.64
14681,110,1784.72
16589,368,4242.64
12458,1181,14297.16
12728,413,4979.25
12718,620,7892.37
18204,1200,14342.87
15062,763,7908.92
16233,174,2333.24
17905,407,4991.93
12703,163,1942.7
17572,95,1206.16
13364,70,848.16
14409,1230,13369.1
13716,438,5507.2
17721,485,6289.66
16690,138,1645.74
18242,1017,12711.88
13505,2467,29009.28
18265,309,3957.52
13397,852,11795.12
17950,366,4245.45
15693,34,451.34
17370,540,5991.94
14109,88,1049.7
16681,1407,16236
13515,681,7713.76
15841,942,10909.6
14609,7026,72625.26
14978,525,7259.61
15348,84,957.36
16182,4224,32235.68
16321,135,1766.4
15691,82,997.44
13901,1757,20973.73
16281,934,11387.86
13321,372,4395.12
12393,832,8314.75
15036,327,3755.59
14947,178,2106.98
13061,107,1232
17783,354,3894.12
17513,550,7071.12
17408,507,7022.95
14411,621,8554.16
16567,2215,25235.24
13016,527,6210.6
14818,850,10564.99
12987,556,7234.86
15827,2363,28956.51
14272,599,6466.18
13555,2660,30730.17
13035,646,7583.59
13514,460,6264.92
17788,210,3293.26
16629,493,5480.98
17805,478,5425.36
18278,66,854.62
16266,398,4807.59
14101,6942,77295.36
17656,1400,16066.92
13979,639,6698.66
17591,1009,12611.43
15674,1353,15325.45
12455,2084,23270.8
16122,1133,12338.58
16565,75,949.06
17997,2298,25375.72
16468,249,3295.9
12823,230,4160.7
13390,224,2853.4
15217,12,129.25
15626,766,8544.4
16603,480,5354.64
12412,824,9420.63
13927,214,2303.44
16383,475,5505.87
14908,132,1637.56
13233,1459,16436.06
17674,672,7453.48
13639,800,9258.5
15958,33,445.2
16778,194,2240.28
15243,195,2326.76
13434,300,3623.04
13866,57,733.42
12612,260,3348.79
16480,459,5500.3
16594,64,841.53
15366,621,6982.33
15154,104,1363.73
13787,337,3770.33
16689,330,3815.62
17506,139,1734.38
17498,394,4316.72
14561,1014,11500.85
15799,955,10694.13
14152,711,7862
15312,516,6236.1
12348,2332,25377.36
18155,266,3107.16
12545,517,6152.54
17154,490,5359.82
16342,157,1629.98
14235,1959,20930.22
16198,128,1722.44
13670,372,4541.82
18066,108,1432.66
14806,330,3580.5
12134,585,7825.83
16872,600,6848.81
17981,467,6840.68
13135,4963,55274.44
15075,447,5373.61
16485,250,2964.3
14880,372,4521.14
13336,559,6305.32
15475,4455,53161.91
12516,1477,15771.62
15744,181,2230.1
12974,81,1209.68
13127,127,1567.2
17388,1068,12241.47
15982,6,71.67
17480,338,3988.76
18189,566,6918.73
16978,166,2035.71
14014,1076,11547.22
15978,888,10103.44
15549,695,8829.94
17603,74,2075.24
14854,1832,21546.08
17311,1005,11601.38
12409,5551,66730.26
15067,954,11325.12
16213,48,654.96
13220,196,2767.96
13055,894,10228.51
12579,282,3286.32
12425,496,5638.98
13529,74,1014.1
17172,590,6681.55
15810,861,8806.95
15603,96,1033.92
16735,1573,17934.74
12854,627,7783.64
17027,715,9377.24
13486,669,8007
14038,965,9013.02
16236,184,2266.8
12930,252,3008.77
17079,24,367.68
12609,639,7359.41
13279,73,889.36
13320,1096,11507.25
14147,108,1602.28
16715,644,6922.1
17415,114,1689.3
16665,350,4627.85
14668,425,5954.5
12671,674,8969.15
12390,350,4104.7
17731,493,6213.04
16627,162,1991.29
14951,311,3507.16
13539,335,3963.82
12435,2055,27757.97
12701,674,7591.7
16493,1287,14916.99
13908,1477,17477.29
13946,443,5115.68
12604,200,2291.92
13959,357,4271.96
12520,1427,17015.59
14887,1100,7139
13674,2,22.24
16507,648,8662
14461,1288,17520.66
13356,325,3812.37
15888,67,853.37
16215,676,8849.11
14236,330,3925.52
15341,812,9183.32
16624,488,5746.34
16777,64,816.28
16584,700,8422.07
15026,225,2775.93
13038,360,4621.18
16928,2113,24567.84
17873,1046,12493.32
13774,192,2321.35
14934,1042,12199.35
18094,2518,28508.04
12379,402,4315.06
17058,592,7277.09
13325,241,3105.25
16080,128,1410.68
13562,781,8315.33
18232,302,3703
16906,281,3443.87
12527,233,2598.56
12497,1231,13594.44
16301,6,70.42
12752,2262,26757.76
15504,33,392.37
15675,1075,11806.3
13228,200,1208
17628,79,887.12
18017,300,1805
16527,106,1319.99
17848,1727,21855.1
16370,647,7117.46
15947,898,8536.92
18194,632,7476.48
13067,32,421.51
17802,850,10055.39
13334,1774,20704.03
13563,209,2852.23
13024,989,13358.61
16709,851,11827.5
16573,360,4370.05
13141,1548,17413.35
16108,615,7043.1
12434,394,4864.51
15099,343,3936.25
14124,1618,17016.46
15975,243,2870.92
15410,1200,15836.22
12871,200,2439.66
17146,237,3208.28
15523,548,7703.21
16878,12,136.59
13952,2196,27363.08
13662,631,7395.17
17047,533,6407.12
13134,1059,12201.82
15322,416,4960.46
13518,461,5275.62
17002,679,8366.98
17333,808,10323.02
17786,200,2257.26
17874,225,3000.41
14894,265,3388.12
15466,246,2864.19
12722,565,6794.82
17898,190,2103.36
15417,809,8807.72
12995,108,1323.72
14557,510,6035.36
17594,551,4619.19
15205,378,4422.57
17640,250,3199.34
12756,144,1590.72
12635,1450,16535.15
18173,1220,14665.34
14660,228,2629.48
16745,6735,73016.24
17347,216,2449.44
12566,262,2990.38
17033,751,8762.54
14177,205,2674.34
13877,108,1227.6
14163,879,11430.58
15534,534,7545.94
15343,84,1234.52
16229,318,3901.44
16451,120,1379.58
16098,613,8338.44
15216,28,266.6
17037,656,7776.94
14753,211,2313.07
16036,716,7498.94
15201,1210,13544.62
16959,49,622.49
18251,7824,84622.08
12884,414,5612.92
16475,319,3827.65
17446,698,8639.39
16141,238,3075.03
16984,2423,29254.98
13375,442,5147.32
16211,154,2079.19
12924,822,10395.74
14307,2058,23794.13
15980,1560,18449.06
16209,1290,15961.97
17919,1272,15809.32
17433,185,2146.31
15996,384,5022.78
15673,1514,17815.61
14500,117,1565.04
15764,2050,23707.69
16384,260,3263.78
13372,158,1956.3
12965,283,3656.09
14837,1436,16113.58
15035,245,2769.86
15636,704,8776.86
15939,4727,54699.04
14212,1152,11732.72
18255,74,864.34
16796,186,2219.64
13611,766,9052.3
18215,118,1516.1
16723,399,4656.55
15221,534,7003.14
14224,518,6386.22
12535,219,2978.58
13441,205,2405.4
16027,1147,12711.35
14414,2512,27282.32
17179,523,6390.68
14915,112,1463.04
15652,208,2478.09
14628,272,3476.57
13060,590,7713.34
14072,6,100.2
15927,461,5886.29
13925,331,4087.53
18222,335,3887.05
14223,585,7011.7
13330,751,7116.13
13889,146,1923.53
15488,72,816.48
15653,1276,14252.9
13244,38,514.23
13848,3700,39218
16031,423,4898.06
13249,546,6327.38
13814,864,10473.44
15400,391,4437.12
15198,120,1428.4
14410,571,6959.69
12592,288,2587.3
14847,876,11491.38
15885,112,1526.62
13210,316,3601.68
15071,269,3763.64
15852,55,730.93
18093,1392,16425.52
16400,172,2074.33
17460,236,3056.58
17560,651,7193.36
13158,784,8131.84
14208,114,1323.9
15462,172,2003.24
17339,152,1807.84
16175,660,8078.08
13130,32,393.56
13122,585,6941.33
12502,794,11027.11
16820,307,3595.37
12816,122,1695.5
13748,439,5470.82
15307,37,589.59
18196,433,4998.9
14565,1537,18117.08
16551,970,10840.94
15364,509,6181.92
12422,1260,14936.45
13931,725,7835.32
13851,1705,20194.78
16172,787,8925.08
13192,595,6245.46
12616,280,3527.2
13744,1249,13987.42
17309,41,505
15491,1645,20021.84
12851,109,1243.42
17722,1595,18832.7
17774,512,6503.61
13548,441,5194.8
15455,58,690.3
14965,365,4243.85
16761,341,3819.92
12710,844,9460.46
17050,1614,19851.22
17229,185,1540.58
13240,297,3708.96
13378,562,7752.33
12286,129,1567.91
14171,167,2084.49
14436,129,1413.42
14463,178,2352.14
14276,1045,12088.38
18027,78,917.67
17303,402,4670.49
15346,150,1812.98
12739,485,5971.02
13631,467,7933.28
12436,209,2581.38
16456,1148,10044.6
13470,652,7846.52
13045,221,2268.34
13376,490,5312.27
15829,996,10861.06
13099,288,3165.12
14420,334,3820.58
16808,244,2582.79
16278,114,1748.86
16974,416,5479.33
16180,5867,44407.4
15596,561,7131.34
16842,693,8034.1
16083,908,10657.06
14513,361,4167.67
17320,684,8484.14
17588,677,8212.83
12954,6,63.9
15260,885,10746.69
16780,397,4869.92
15076,572,6767.5
12760,349,4648.16
12817,526,6707.54
17755,269,3547.36
15820,402,4950.93
16838,646,8364.3
13841,542,6867.86
15866,126,1521.54
16756,526,6678.85
13785,7,79.01
12814,48,579.84
14078,310,4253.02
13847,8,95.72
17298,476,5228.52
14472,1160,13874.58
15569,666,8235.2
15625,1292,14866.01
13301,343,4130.51
15325,232,2544.18
15095,1079,12464.1
16816,274,3235.77
13778,134,1711.88
16806,377,4658.88
14210,760,9742.09
13003,103,1208.39
16641,270,3021.96
15641,1604,17978.78
15074,455,5127.52
16429,9,383.88
16503,569,7000.48
12624,461,5678.58
14055,218,2973.58
17134,102,1481.07
14196,142,1799.04
15263,92,1116.5
14314,296,3156.88
13000,379,4433.05
16093,20,222.4
17844,52,585.8
14687,470,5461.24
16309,467,5510.78
15663,106,1228.04
18200,111,1305.62
17189,227,2714.47
14973,371,5513.21
14875,558,7158.62
12221,1278,16948.03
12230,1191,16299.9
17869,130,1792.72
16340,501,5697.87
17268,844,9436.12
17256,141,1685.32
13411,76,1007.69
14407,1414,16316.36
15812,1759,22923.49
15800,335,4075.81
16550,1540,18139.47
13425,1134,12496.18
18018,55,688.82
14523,251,2820.22
14364,1967,18538.81
12593,204,1885.56
13593,731,9580.01
17242,611,6768.46
17185,4,54.94
13140,186,2334.47
14265,331,3941.16
16952,92,1077.56
12363,408,4747.08
14018,5,55.6
17585,1671,18263.04
13933,205,2725.2
14045,535,7183.66
17083,772,9290.78
16536,257,3145.96
14246,804,9631.6
14566,800,4832
17029,400,2416
14460,881,9476.16
14013,462,4973.74
12513,459,4916.2
14772,82,983.32
17747,12,196.2
14745,1038,10737.89
15396,122,1545.82
12418,407,4856.91
16419,436,5465.29
13242,130,804.7
15938,358,4275.25
12968,73,887.57
12688,3028,35660.99
17742,89,1276.04
17045,131,1710.44
13027,17280,184204.8
12729,231,2794.86
13687,4,30.95
13273,153,1710.81
15472,251,2903.89
12717,510,6094.87
15232,686,7534.72
16582,164,2002.14
15797,872,9990.96
12547,1073,14445.15
14323,352,4232.45
15734,347,4817.56
17398,310,3846.61
16092,628,7274.76
16755,1064,12243.99
18073,3104,35736.26
13655,605,6857.96
15541,64,776.64
15122,800,8586.14
17070,133,1641.1
13439,960,12406.88
15768,308,4957.5
14918,675,8568.52
14006,727,6434.95
15002,862,10085.52
16927,993,10734.36
12641,71,877.1
15480,361,4808.78
16902,629,8196.5
17958,84,1369.72
13621,343,3734.88
17252,193,2340.81
12758,2135,20139.94
16272,224,1912.88
15624,357,4238.22
18143,570,6075.47
13799,414,4942.19
13720,500,5905.77
16961,125,1521.14
17048,485,5609.93
15683,131,1479.36
14301,606,6868.08
12160,1,51.2
14195,1148,13899.56
13888,258,3265.03
17642,729,9478.84
15689,84,1121.3
13873,140,1834.34
15192,918,10480.82
16045,897,10567.84
16317,890,10496.88
12399,1173,12422.4
14855,267,3099.92
17122,80,961.64
13190,5,57.65
14406,77,826
14346,602,6900.6
13955,2650,35765.21
17248,765,9575.01
13645,158,1877.86
13307,4,56.36
17846,1046,13882.59
14024,150,1625.5
17994,529,5831.84
16292,191,2267.45
16937,1,5.97
18248,511,6061.3
14127,339,3781.58
15247,160,2004.72
13280,522,5403.01
13355,314,3122.68
13217,998,13335.21
13162,2702,31908.11
15715,528,7121.64
13869,2007,24346.91
17085,786,9661.29
16788,740,10424.22
15985,1298,15164.16
17331,16,343.52
14079,301,3469.39
13248,305,3541.56
14331,252,2937.63
13752,875,10154
14053,215,2470.75
17457,826,10246.09
16530,5,68.59
13513,109,1327.34
17400,1097,13248.59
16302,158,1858.34
16174,651,7470.14
13082,4324,47783.04
15420,521,6723.77
16572,532,6487.35
12350,198,2371.9
14344,477,5801.21
15133,680,7976.7
13791,1200,9126
17692,634,7261.35
15254,275,2940.74
14778,306,3691.54
13402,479,5545.88
18099,149,1699.71
13218,88,966.36
17267,159,1942.75
12693,247,3080
17723,792,11473.34
13264,370,5078.23
16324,282,3304.91
14972,28,404.63
12750,137,1686.92
18178,983,10496.09
12643,1788,21446.16
17429,668,7470.55
16835,61,562.9
17514,135,1473.66
12917,60,919.2
13114,303,4227.98
17887,30,421.58
12378,2529,29410.6
14076,81,944.1
15342,283,3316.75
12644,325,3820.88
13850,944,10082.46
17553,1048,12265.36
13075,485,5232.42
14133,348,4187.44
17353,1201,7057.27
12534,645,7616.2
14403,519,6831.84
17941,252,2896.08
17053,122,1761.34
17615,140,1772.93
17282,1877,20742.68
13388,745,9160.07
12942,203,2732.93
17695,779,8768.26
14885,724,8205.32
13722,1401,16069.5
15438,59,765.22
15120,296,3401.84
16147,246,2781.96
15149,128,1845.58
15776,766,10605.12
15942,232,2723.74
13691,23,249.9
14143,30,426.12
13414,1571,17512.93
17926,1880,22406.94
13106,18,262.98
18064,384,3441.36
15639,323,3746.48
12743,319,3799.02
12853,800,9778.98
12507,896,10264.7
18268,2,46.64
18151,351,4063.47
16951,1318,14818.88
12453,473,5572.6
15118,1441,15016.33
15746,178,1978.66
14002,878,9544.43
17931,249,2958.59
15245,1784,19894.14
15515,433,5743.3
13730,488,5713.42
13194,30,376.1
16447,223,2551.78
15509,5,62.36
15261,270,3028.6
17369,430,5774.15
15855,470,5511.49
13492,450,4909.45
17040,181,2315.88
14100,64,855.72
13296,78,889.08
14692,265,3322.16
17693,1166,14038.02
17649,399,4490.89
13116,291,3496.2
12916,1119,14180.11
16178,94,1166.26
17265,394,4510.12
13802,2572,25749.8
17312,373,4500.12
16305,256,2388.4
16948,1614,16990.48
12864,216,2364.84
17935,81,951.79
12763,353,4198.93
14938,699,9724.29
16866,103,1322.56
18146,153,1732.11
15704,1028,12466.2
14993,6,82.08
14999,46,535.55
14000,1179,14206.01
18262,182,1958.68
14777,57,778.64
15108,490,6210.23
14259,68,819.92
17694,184,2176.38
17660,224,3023.73
16865,121,1469.62
16654,282,3506.32
15623,125,1589.74
13900,432,5128.45
16772,1344,16086.04
14773,846,10429.4
12521,306,3386.07
12510,347,4391.04
17866,174,2121.14
16807,777,7826.02
17962,128,1417.45
13775,1,11.53
13567,741,10675.93
12947,1165,12748.92
12840,1511,14072.85
14117,72,830.16
16112,574,6083.12
12875,2019,21037.98
16859,826,9217.8
15433,1114,12660.61
13294,472,5591.56
12290,49,642.38
14758,419,5815.34
13821,153,1777.87
17283,175,2077.87
16054,380,4698.31
12833,156,2026.6
17984,98,1161.05
15716,744,8759.7
13967,42,513.18
12245,246,2829.37
15004,629,7723.98
14958,129,1834.34
12815,365,4571.33
13121,255,2877.98
17948,144,1843.2
14722,439,5899.08
12915,93,1325.96
12405,849,10126.52
12653,923,11735.49
15256,55,604.85
15402,693,7747.15
17259,410,4800.67
12050,13,141.67
14891,505,5141.04
12914,129,1668.46
15795,581,6270.76
13420,101,1199.12
16998,76,1081.34
15895,94,1147.29
16450,200,2130.56
18121,450,5301.88
13667,154,1891.03
14400,515,6073.14
12796,400,5650.02
15816,1168,14553.87
14817,1304,15140.66
12669,1104,12538.32
14548,256,3292.16
16805,540,6011.6
17444,2118,23143.71
15265,612,7816.08
15577,89,1010.02
13678,924,9707.6
15045,114,1922.48
14552,198,2611
13675,330,3881.14
17337,1268,15013.15
12692,25,295.09
18024,184,2285.62
17126,792,9057.43
13506,1300,15792.12
14104,72,870.83
16398,832,10209.73
17499,1171,14661.88
13494,327,4069.47
16521,463,5239
14496,229,3191.35
14264,70,1059.74
13490,1,23.02
16514,807,10867.92
16091,154,1653.62
12461,282,3532.59
12648,159,1937.06
15182,253,2861.24
18037,20,264.51
15501,10,132.81
15920,94,1131.04
12515,157,1982.88
13338,1076,13274.69
13291,233,2579.19
13304,246,2735.76
14459,760,9067.62
13302,5,116.6
15512,68,820.94
13583,725,8109.92
18013,285,3113.57
14021,192,2615.32
13699,66,992.76
14645,824,10895.68
15162,682,8060.65
12977,12,163.23
16163,968,12515.39
15581,283,3448.74
13253,1572,17170.12
16829,99,1216.76
15889,209,2580.23
15334,273,3149.11
17440,246,2712.66
17341,489,5751.09
16919,1413,17119.73
12450,128,1216.14
12161,4,48.53
16051,548,6706.79
12980,886,16637.78
16055,1393,17273.84
15041,121,1520.43
14042,36,536.73
12043,96,1235.59
16338,94,1121.7
15646,394,4497.01
13085,216,2640.2
14905,287,3510.66
18203,43,605.16
18142,1276,14125.52
16146,427,5128.43
17046,766,8954.08
14352,538,6619.79
12809,284,3695.33
16810,239,3108.14
12837,116,1576.44
13864,417,5233.44
14774,839,10258.6
17765,144,1734.5
15349,327,3837.24
17464,220,2552.5
16874,46,564.16
16344,18,288.18
12896,13,77.61
17899,171,1912.43
17105,693,7671.63
17939,40,511.54
15007,370,4961.87
17781,34,541.22
14683,58,839.99
14016,2121,26119.9
17505,556,6872.78
17123,566,6449.43
17697,94,1315.75
15483,295,3262.95
14338,335,4036.59
16498,45,564.69
12922,370,4207.96
14614,1406,16523.57
14267,530,6986.22
14803,370,4658.68
12424,740,9389.81
15578,52,663.23
13745,496,5391.32
17891,393,4237.04
16801,633,8044.3
15537,39,542.68
14327,139,1743.96
16553,4600,53013.4
13371,772,11074.7
17316,65,845.26
15319,215,2621.93
16473,196,2332.77
13656,490,5291.66
14481,489,5664.59
14351,2241,35208.91
15146,1473,16458.25
15337,6,60.62
14340,110,1250.1
12120,34,454.16
12116,147,2076.51
16117,173,2159.17
12240,292,3682.15
18193,124,1520.85
17110,50,679.86
13453,134,1739.22
12493,204,1759.17
17980,682,7822.98
15976,277,3161.55
12236,6,65.52
12242,45,499.9
17246,1,14.5
17969,481,6386.31
14795,17,309.01
15644,557,6303.36
12548,48,561
15665,1666,18184.53
17704,343,4301.49
13856,494,5462.42
15258,142,2093.98
17709,17,315.13
17630,158,2135.56
16287,298,3200.16
15130,197,2357.44
15384,609,6684.13
16647,146,1715.86
13300,203,2218.64
15379,2305,26026.35
14656,214,2834.86
13929,143,2329.36
13937,123,1423.44
14584,383,4993.56
16114,43,579.74
16214,420,5332.46
17877,98,1247.98
16247,182,1982.69
14643,815,9064.64
14998,362,4453.11
16643,595,8661.41
16526,106,1383.95
15507,162,2152.8
16610,67,768.4
17960,41,495.82
15412,108,1302.18
15825,220,3713.36
12324,445,6207.42
13482,155,2005.85
15921,165,2010.82
17897,795,10206
15016,76,953.31
18260,1478,17856.56
16320,732,8566.82
13501,572,7241.07
15389,666,8446.8
15280,154,1694.23
15535,143,2015.54
13005,172,2289.55
17616,224,2880.64
15909,98,1201
13618,246,2702.9
14162,142,1752.01
16050,278,2990.52
16484,199,2257.28
17879,45,644.18
13568,70,915.08
18062,396,4797.9
12231,379,5513.19
17204,703,8620.11
14491,139,1774.02
12151,18,215.29
15229,612,7507.1
14253,3,42.67
16254,2,27.26
15112,641,8401.53
16257,1,32.75
13826,248,3163.12
13951,466,5500.99
15219,49,825.82
15585,320,3746.4
16739,172,2093.95
16276,420,5136.84
12024,14,149.52
14037,46,610.31
12908,1200,13068
18168,594,7221.45
14821,50,813.62
15823,1490,20655.8
14932,535,7029.78
16461,49,657.4
15574,349,4290.77
17536,338,4629.71
13343,134,1500.91
15924,127,1577.72
12907,3,46.48
18165,254,2913.76
13936,364,4184.39
14222,607,6616.25
14813,418,5631.97
12803,459,6598.74
13476,417,6521.47
17749,320,3971.02
15912,185,2167.31
12810,1,11.98
17795,341,3854.48
15069,520,6345.02
17349,112,1261.41
14573,544,7222.36
12732,244,3048.2
13080,120,1289.52
13663,91,1126.96
16499,130,1752.88
18281,54,576.58
14450,241,2928.13
14823,88,1231.37
15098,121,1812.85
13459,353,4795.89
13433,258,3696.44
16614,223,2804.89
13686,70,791.2
16581,134,1481.76
17234,391,5283.24
13533,357,4478.76
17431,294,3325.25
14231,409,4652.71
13237,603,7817.68
16113,176,1969.66
13811,63,1178.73
14241,146,1715.1
15188,220,2347.68
15780,220,2741.69
14501,161,1907.6
17108,454,5886.39
12080,1014,14378.82
12087,53,857.34
16082,124,1722.6
12093,146,1986.98
17094,199,2536.13
15609,148,1822.68
17409,105,1805.25
12383,1518,17227.83
13466,259,2970.18
16955,266,3257.81
14622,146,1639.26
12090,58,736.23
16832,33,476.9
15923,508,6446.47
16925,256,3688.94
13395,336,3759.12
17854,84,1180
14542,124,1806.82
12868,928,11158.25
18072,288,3205.44
14867,328,4089.62
12891,950,10078
14375,194,2252.49
17124,130,1638.77
17987,261,2878.8
17026,97,1152.76
17707,144,1632
12878,548,6314.09
12927,72,762.72
16849,33,465.89
12802,312,3605.02
16520,558,6524.33
15386,446,4975.66
16611,47,614.39
13682,10,163.52
17708,91,1206.27
12468,1309,16010.86
14682,80,873.6
16963,35,471.94
15508,897,11234.68
16230,365,4057.48
12601,240,2959.09
16967,333,3740.28
15405,193,2336.32
16659,72,778.08
13885,182,2384.75
12321,35,561.99
15323,364,4832.17
17325,86,998.42
15326,434,4912.97
12336,55,638.92
15918,153,1898.38
14453,1168,16461.45
17900,72,837.72
15658,242,3529.88
16529,198,2495.79
17531,136,1698.08
14377,219,2877.11
13275,504,6429.13
16277,223,2995.89
15278,373,4638.9
15643,246,3201.76
13062,342,3847.08
16424,88,1038.78
13475,1012,11800.95
17472,462,5463.14
15250,4,30.97
17150,618,8077.12
14115,321,4686.71
16483,44,528.14
18231,821,10549.94
18190,140,1726.52
13398,281,3349.07
13070,110,866.6
17454,243,2209.34
12790,164,1983.08
12426,254,3126.61
15925,93,1165.44
16889,925,10740.29
17152,517,7032.34
15897,261,2890.64
17051,184,2073.28
12960,77,1140.87
17956,1037,14367.22
13957,36,421.3
15961,77,1171.47
17959,47,673.73
15104,1583,19488.81
14625,335,4290.02
12958,89,1263
14280,52,670.33
16275,336,4017.92
12999,342,3972.94
14828,2172,24460.7
16323,50,725
16034,242,2929.08
12967,439,6207.75
14816,5,1242.15
17550,86,1155.2
14740,735,9017.1
16449,367,4486.87
16356,93,1170.17
16763,319,3896.33
16683,117,1511.47
16448,78,993.05
17546,103,1165.72
15882,264,3232.54
17955,273,3369.38
17770,365,4913.1
14705,100,604
12652,530,6254.79
13653,5,60.14
14985,260,2931.91
14009,374,4271.24
18202,581,7327.08
17375,367,4141.13
15042,30,446.76
16436,838,12416.76
15314,314,3556.65
12293,86,1332.27
13339,326,4222.77
13737,125,1629.12
13479,134,1681.9
17715,502,5897.47
13223,88,1069.16
15292,56,670.41
13227,99,972.84
14647,95,1222.87
15705,62,782.12
13391,4,102.28
13243,233,2940.99
17455,66,512.94
16226,192,2229.36
18048,127,1478.48
13766,123,1651.31
14442,482,6569.88
15648,221,2756.94
13405,163,2241.89
14896,279,3340.21
17245,75,944.37
17871,182,2025
12897,110,1349.6
13857,149,1735.48
13887,147,1865.03
12353,20,296.24
13659,894,10715.38
17556,201,2611.17
14620,214,2616.37
13572,534,6891.25
13543,106,1492.03
14545,67,901.83
13535,428,5632.43
13976,154,1945.26
14320,325,3820.99
17504,1664,20128.4
17539,44,445.88
12387,380,5326.62
17393,233,3206.24
15813,603,7517.11
14489,299,2690.26
14888,184,1659.82
14689,76,858.68
15333,344,4578.96
17263,36,433.96
16162,300,4288.28
17167,374,4971.96
14873,168,2254.56
12770,743,8404.06
12857,343,4649.38
17013,680,8718.78
16116,248,3169.91
14988,141,1776.07
17970,525,5978.16
12625,1597,18357.38
12976,561,4269.66
16244,855,10324.11
12892,3,30.99
16943,145,2323.34
13837,183,2116.37
18218,584,5778.58
16006,84,964.95
12590,4222,49891.4
15079,389,4546.69
14920,510,6117.34
13235,441,5204.71
13713,5,60.31
15729,28,374.08
13052,222,2632.14
18133,1350,14796
16834,360,4130.24
15732,215,1957.7
17889,79,1018.69
17597,1176,13911.12
15381,171,2364.69
17665,56,815.77
12666,67,968.33
13672,128,1852.25
12663,185,2710.49
16673,50,748.93
12675,90,1326.97
14677,103,1490.59
16687,146,1996.48
15063,56,954.02
16306,487,5639.55
14288,188,2364.3
16431,453,5253.13
13990,207,2409.04
17493,376,4943.05
12338,65,825.42
18120,31,431.63
12355,240,2930.62
14699,77,901.01
12821,70,812.56
12888,76,1141.76
16524,396,5010.82
13642,173,2124.84
14161,455,5685.73
13561,83,983.93
15092,135,1852.82
14353,64,748.9
15235,1324,15754.35
15668,72,816.48
12063,4,39.33
16319,72,1152.48
17174,41,359.32
18227,21,311.32
17604,169,2049.28
18078,145,1830.61
15552,60,707.22
13723,43,645.54
17849,114,1789.38
16990,100,604
17374,85,1379.4
13762,272,3102.72
16109,612,6899.52
13711,140,1693.32
18239,795,9748.86
16457,140,1648.76
14199,28,476.96
14423,120,1501.44
14697,181,2048.58
12006,2,24.76
14393,13,202.88
17578,138,1561.56
14245,976,11678.2
13731,278,3474.97
17443,504,5715.36
17646,1308,16444.31
17394,241,2679.65
15848,2,25.72
15718,326,4411.97
17501,160,1935.53
14304,139,1817.6
16634,82,1063.68
15210,228,2676.47
15223,215,2980.65
15143,150,1803.19
13229,63,810.66
14271,88,1017.1
16227,91,1259.66
17893,557,7208
14022,487,5442.76
17991,25,351.85
12340,355,4866.77
18220,288,3265.92
16698,840,10655.2
16965,243,2687.95
15891,825,10245.88
17187,144,1684.93
12325,8,104.32
17008,73,997.64
12004,104,1509.6
13009,146,2086.68
17670,110,1338.14
17277,430,5498.83
16823,136,1761.03
18183,371,4327.61
12573,84,1025.38
17177,1310,18877.47
17953,397,5751.6
12986,377,4920.32
16587,71,958.41
12354,530,6356.94
12506,23,311.08
17718,83,993.47
14770,548,6797.97
12622,68,801.12
13963,474,5564.08
17740,520,7964.2
17946,75,866.96
17548,58,700.32
13485,277,3183.69
15517,293,3276.97
17120,120,1306.16
17638,263,3562.76
12542,472,6368.8
17541,381,5047.29
14672,454,5437.74
14242,123,1425.13
15717,70,871.34
12585,1267,14855.86
13101,113,1262.04
15225,226,2736.22
13640,3,38.07
12733,172,2199.23
17217,24,362.32
15474,503,6661.17
12754,6481,69523.14
16947,312,3614.88
15749,18028,230408.4
18009,126,1519.41
14532,284,3867.23
18213,232,2616.24
17990,414,4889.64
16193,219,2567.08
17582,123,1440.38
13474,132,1588.18
12205,68,1016.4
15207,72,1044.45
17212,192,2462.02
12278,599,8417.1
17210,102,1537.41
12204,39,544.48
12639,198,2225.42
12582,296,3393.8
13120,12,154.32
12769,353,4652.27
14249,4,46.53
17367,150,1710.14
15246,247,2998.76
14154,465,6144.86
17142,81,1423.72
17362,191,2277.58
13011,16,225.36
15139,208,2315
15935,114,1279.16
16957,172,2190
15230,363,4217.35
14206,380,4505.47
14105,800,9497.01
15135,43,583.21
16097,87,1081.31
13221,243,3356.42
13740,425,4715.73
17746,29,410.25
15147,366,4390.16
17278,176,2037.82
17972,37,518.65
16738,735,9114.55
14669,775,9208.75
15212,36,473.32
13896,2,27.36
13484,44,772.7
15777,378,4946.81
16697,27,392.33
13586,462,6336.13
14311,146,1814.3
17574,77,917.59
14616,104,1481.92
16552,219,2634.12
14339,168,2039.02
12982,292,3405.12
16714,650,8932.6
14326,103,1244.09
13508,92,1449.14
12447,187,2236.38
13570,161,1895.54
18129,48,607.37
15655,324,3895.25
14924,64,973.75
15119,88,1174.91
15109,133,1894.79
14619,152,1962.04
16623,39,532.41
16010,210,2509.15
17035,229,2791.4
15775,68,804.42
16534,116,1184.74
14465,405,5143.47
